Stock_Y,Stock_X,Correlation,Sign
ICICIPRULI.NS,MOTHERSON.NS,0.8624,positive
POWERGRID.NS,NAUKRI.NS,0.8624,positive
BPCL.NS,OFSS.NS,0.8623,positive
FEDERALBNK.NS,OFSS.NS,0.8623,positive
POWERGRID.NS,GRANULES.NS,0.8623,positive
NTPC.NS,TORNTPHARM.NS,0.8623,positive
BHARATFORG.NS,MOTHERSON.NS,0.8622,positive
INDIACEM.NS,GLENMARK.NS,0.8622,positive
NAUKRI.NS,INDUSTOWER.NS,0.8622,positive
PETRONET.NS,TVSMOTOR.NS,0.8622,positive
LALPATHLAB.NS,INDIACEM.NS,0.8619,positive
PIDILITIND.NS,VOLTAS.NS,0.8618,positive
AUROPHARMA.NS,HEROMOTOCO.NS,0.8616,positive
JSWSTEEL.NS,TVSMOTOR.NS,0.8616,positive
LICI.NS,NMDC.NS,0.8616,positive
HINDALCO.NS,VOLTAS.NS,0.8615,positive
MANAPPURAM.NS,INDIGO.NS,0.8615,positive
PERSISTENT.NS,NATIONALUM.NS,0.8615,positive
FEDERALBNK.NS,PETRONET.NS,0.8614,positive
TECHM.NS,SUNPHARMA.NS,0.8614,positive
UBL.NS,TRENT.NS,0.8613,positive
GRASIM.NS,AUROPHARMA.NS,0.8612,positive
CIPLA.NS,JINDALSTEL.NS,0.8611,positive
METROPOLIS.NS,POWERGRID.NS,0.8609,positive
TVSMOTOR.NS,PERSISTENT.NS,0.8609,positive
GRASIM.NS,TATAPOWER.NS,0.8608,positive
HINDPETRO.NS,PERSISTENT.NS,0.8607,positive
BPCL.NS,RECLTD.NS,0.8606,positive
GODREJCP.NS,COALINDIA.NS,0.8606,positive
METROPOLIS.NS,CUMMINSIND.NS,0.8606,positive
SBIN.NS,ICICIGI.NS,0.8606,positive
CUB.NS,BHARTIARTL.NS,0.8605,positive
IRCTC.NS,IOC.NS,0.8605,positive
JINDALSTEL.NS,BEL.NS,0.8604,positive
TATAMOTORS.NS,HINDCOPPER.NS,0.8604,positive
ICICIGI.NS,ONGC.NS,0.8604,positive
TORNTPHARM.NS,BAJAJ-AUTO.NS,0.8603,positive
HINDALCO.NS,EXIDEIND.NS,0.8602,positive
MARICO.NS,GLENMARK.NS,0.8602,positive
IEX.NS,LUPIN.NS,0.8599,positive
WIPRO.NS,INDHOTEL.NS,0.8599,positive
NAUKRI.NS,MUTHOOTFIN.NS,0.8599,positive
HEROMOTOCO.NS,MOTHERSON.NS,0.8598,positive
AMBUJACEM.NS,RECLTD.NS,0.8597,positive
JINDALSTEL.NS,COALINDIA.NS,0.8597,positive
RELIANCE.NS,IOC.NS,0.8597,positive
EICHERMOT.NS,SUNPHARMA.NS,0.8596,positive
ICICIBANK.NS,HINDPETRO.NS,0.8596,positive
SBILIFE.NS,IEX.NS,0.8595,positive
BALRAMCHIN.NS,GLENMARK.NS,0.8594,positive
BIOCON.NS,VOLTAS.NS,0.8594,positive
ONGC.NS,PNB.NS,0.8593,positive
APOLLOHOSP.NS,GRANULES.NS,0.8592,positive
SUNPHARMA.NS,INDIGO.NS,0.8592,positive
SBIN.NS,SUNPHARMA.NS,0.8592,positive
SBIN.NS,TVSMOTOR.NS,0.8592,positive
TATAMOTORS.NS,CONCOR.NS,0.8591,positive
PETRONET.NS,EXIDEIND.NS,0.8591,positive
GAIL.NS,VOLTAS.NS,0.8591,positive
PIDILITIND.NS,GODREJCP.NS,0.859,positive
VOLTAS.NS,HINDPETRO.NS,0.859,positive
IEX.NS,NAUKRI.NS,0.8589,positive
JINDALSTEL.NS,MOTHERSON.NS,0.8588,positive
TECHM.NS,OBEROIRLTY.NS,0.8588,positive
TATASTEEL.NS,HINDCOPPER.NS,0.8587,positive
METROPOLIS.NS,POLYCAB.NS,0.8587,positive
AUROPHARMA.NS,CUMMINSIND.NS,0.8586,positive
COLPAL.NS,TATAPOWER.NS,0.8586,positive
ICICIBANK.NS,INDUSTOWER.NS,0.8585,positive
LALPATHLAB.NS,AUROPHARMA.NS,0.8583,positive
TECHM.NS,INDHOTEL.NS,0.8583,positive
OBEROIRLTY.NS,LUPIN.NS,0.858,positive
GODREJCP.NS,COLPAL.NS,0.8579,positive
SUNTV.NS,DEEPAKNTR.NS,0.8579,positive
JINDALSTEL.NS,NATIONALUM.NS,0.8579,positive
TATAPOWER.NS,NATIONALUM.NS,0.8579,positive
INDHOTEL.NS,BEL.NS,0.8577,positive
METROPOLIS.NS,HEROMOTOCO.NS,0.8577,positive
PAGEIND.NS,COFORGE.NS,0.8575,positive
HINDALCO.NS,COALINDIA.NS,0.8574,positive
GRASIM.NS,NATIONALUM.NS,0.8574,positive
MGL.NS,IOC.NS,0.8574,positive
WIPRO.NS,LUPIN.NS,0.8574,positive
GODREJCP.NS,EXIDEIND.NS,0.8573,positive
POWERGRID.NS,IOC.NS,0.8573,positive
BAJAJ-AUTO.NS,INDUSTOWER.NS,0.8572,positive
ESCORTS.NS,EXIDEIND.NS,0.8572,positive
SBIN.NS,HINDALCO.NS,0.8572,positive
HINDALCO.NS,SHRIRAMFIN.NS,0.8572,positive
GRASIM.NS,BIOCON.NS,0.8571,positive
HAVELLS.NS,PETRONET.NS,0.8571,positive
TECHM.NS,VEDL.NS,0.8571,positive
BHARATFORG.NS,BHEL.NS,0.857,positive
ULTRACEMCO.NS,SBIN.NS,0.8569,positive
GLENMARK.NS,NATIONALUM.NS,0.8568,positive
ASIANPAINT.NS,PVRINOX.NS,0.8566,positive
MARICO.NS,EICHERMOT.NS,0.8566,positive
APOLLOHOSP.NS,OBEROIRLTY.NS,0.8564,positive
PERSISTENT.NS,OFSS.NS,0.8564,positive
NAUKRI.NS,BEL.NS,0.8563,positive
ULTRACEMCO.NS,GRANULES.NS,0.8563,positive
VOLTAS.NS,M&M.NS,0.8563,positive
APOLLOHOSP.NS,TECHM.NS,0.8562,positive
BRITANNIA.NS,SBILIFE.NS,0.856,positive
AMBUJACEM.NS,EXIDEIND.NS,0.8558,positive
BALRAMCHIN.NS,DIVISLAB.NS,0.8558,positive
FEDERALBNK.NS,GRANULES.NS,0.8558,positive
PIDILITIND.NS,TVSMOTOR.NS,0.8558,positive
BANKBARODA.NS,GAIL.NS,0.8557,positive
ICICIBANK.NS,IEX.NS,0.8557,positive
POLYCAB.NS,OBEROIRLTY.NS,0.8557,positive
MOTHERSON.NS,GLENMARK.NS,0.8556,positive
GODREJCP.NS,HAVELLS.NS,0.8556,positive
CIPLA.NS,GLENMARK.NS,0.8555,positive
COALINDIA.NS,EXIDEIND.NS,0.8555,positive
POWERGRID.NS,OBEROIRLTY.NS,0.8554,positive
BOSCHLTD.NS,GLENMARK.NS,0.8553,positive
COALINDIA.NS,HINDPETRO.NS,0.8553,positive
FEDERALBNK.NS,HINDPETRO.NS,0.8553,positive
MARICO.NS,FEDERALBNK.NS,0.8553,positive
ICICIGI.NS,INDIGO.NS,0.8553,positive
AUROPHARMA.NS,OFSS.NS,0.8552,positive
HAVELLS.NS,ESCORTS.NS,0.8552,positive
POWERGRID.NS,SHRIRAMFIN.NS,0.8552,positive
LICI.NS,NTPC.NS,0.8551,positive
NTPC.NS,MOTHERSON.NS,0.8551,positive
ADANIENT.NS,IRCTC.NS,0.855,positive
BHARATFORG.NS,RECLTD.NS,0.855,positive
HEROMOTOCO.NS,BPCL.NS,0.855,positive
ASHOKLEY.NS,PETRONET.NS,0.8549,positive
CHOLAFIN.NS,IEX.NS,0.8549,positive
NAUKRI.NS,INDIGO.NS,0.8549,positive
BANKBARODA.NS,HINDCOPPER.NS,0.8548,positive
MGL.NS,NTPC.NS,0.8547,positive
NTPC.NS,EXIDEIND.NS,0.8546,positive
EICHERMOT.NS,IEX.NS,0.8545,positive
AUROPHARMA.NS,TATAPOWER.NS,0.8544,positive
CIPLA.NS,COLPAL.NS,0.8542,positive
CIPLA.NS,HINDALCO.NS,0.8542,positive
HEROMOTOCO.NS,BOSCHLTD.NS,0.8541,positive
UBL.NS,CIPLA.NS,0.8541,positive
PIDILITIND.NS,AUROPHARMA.NS,0.854,positive
AMBUJACEM.NS,NMDC.NS,0.8539,positive
AMBUJACEM.NS,CUMMINSIND.NS,0.8538,positive
LAURUSLABS.NS,COFORGE.NS,0.8538,positive
COLPAL.NS,TRENT.NS,0.8538,positive
TORNTPHARM.NS,DIVISLAB.NS,0.8537,positive
LT.NS,NTPC.NS,0.8537,positive
COLPAL.NS,BOSCHLTD.NS,0.8535,positive
ULTRACEMCO.NS,HINDALCO.NS,0.8535,positive
RELIANCE.NS,TATACONSUM.NS,0.8535,positive
TATACONSUM.NS,ADANIPORTS.NS,0.8534,positive
AUROPHARMA.NS,EXIDEIND.NS,0.8534,positive
FEDERALBNK.NS,INDIACEM.NS,0.8534,positive
NTPC.NS,OFSS.NS,0.8534,positive
SHRIRAMFIN.NS,BPCL.NS,0.8533,positive
OBEROIRLTY.NS,HINDPETRO.NS,0.8532,positive
RELIANCE.NS,LICI.NS,0.8532,positive
ULTRACEMCO.NS,OBEROIRLTY.NS,0.8532,positive
HDFCBANK.NS,DIVISLAB.NS,0.8531,positive
PIDILITIND.NS,CIPLA.NS,0.853,positive
TVSMOTOR.NS,GRANULES.NS,0.8529,positive
GRASIM.NS,VOLTAS.NS,0.8529,positive
PIDILITIND.NS,HINDALCO.NS,0.8529,positive
PETRONET.NS,BEL.NS,0.8528,positive
TATAMOTORS.NS,HEROMOTOCO.NS,0.8527,positive
MGL.NS,COALINDIA.NS,0.8526,positive
SUNTV.NS,COLPAL.NS,0.8526,positive
AUROPHARMA.NS,MGL.NS,0.8525,positive
ICICIGI.NS,BEL.NS,0.8525,positive
INDHOTEL.NS,TRENT.NS,0.8525,positive
ADANIENT.NS,TATAMOTORS.NS,0.8523,positive
CUB.NS,MUTHOOTFIN.NS,0.8523,positive
HCLTECH.NS,OBEROIRLTY.NS,0.8523,positive
JINDALSTEL.NS,M&M.NS,0.8523,positive
WIPRO.NS,NATIONALUM.NS,0.8521,positive
ACC.NS,GUJGASLTD.NS,0.852,positive
BPCL.NS,LUPIN.NS,0.852,positive
GODREJCP.NS,CUMMINSIND.NS,0.852,positive
MOTHERSON.NS,INDUSTOWER.NS,0.852,positive
MGL.NS,ADANIPORTS.NS,0.8519,positive
HINDALCO.NS,HINDPETRO.NS,0.8519,positive
ONGC.NS,HINDCOPPER.NS,0.8518,positive
MUTHOOTFIN.NS,LUPIN.NS,0.8518,positive
HINDALCO.NS,BPCL.NS,0.8517,positive
SBILIFE.NS,ICICIGI.NS,0.8517,positive
PETRONET.NS,SHRIRAMFIN.NS,0.8517,positive
IEX.NS,AUROPHARMA.NS,0.8516,positive
IRCTC.NS,NMDC.NS,0.8516,positive
ULTRACEMCO.NS,BPCL.NS,0.8515,positive
LT.NS,GAIL.NS,0.8515,positive
PIDILITIND.NS,VEDL.NS,0.8515,positive
UBL.NS,JINDALSTEL.NS,0.8513,positive
SBILIFE.NS,TVSMOTOR.NS,0.8511,positive
UBL.NS,ICICIGI.NS,0.851,positive
INDIAMART.NS,ASIANPAINT.NS,0.8509,positive
JINDALSTEL.NS,ONGC.NS,0.8509,positive
SBICARD.NS,NAVINFLUOR.NS,0.8509,positive
AUROPHARMA.NS,TVSMOTOR.NS,0.8507,positive
BIOCON.NS,BHARTIARTL.NS,0.8504,positive
HINDALCO.NS,TORNTPHARM.NS,0.8504,positive
UBL.NS,GLENMARK.NS,0.8503,positive
GRASIM.NS,ADANIPORTS.NS,0.8502,positive
CIPLA.NS,RECLTD.NS,0.8502,positive
HINDALCO.NS,BEL.NS,0.8501,positive
ULTRACEMCO.NS,MUTHOOTFIN.NS,0.8501,positive
BANKBARODA.NS,SBIN.NS,0.85,positive
DLF.NS,NTPC.NS,0.85,positive
PIDILITIND.NS,TORNTPHARM.NS,0.8499,positive
HCLTECH.NS,COFORGE.NS,0.8498,positive
LALPATHLAB.NS,MOTHERSON.NS,0.8497,positive
ADANIPORTS.NS,EXIDEIND.NS,0.8496,positive
COLPAL.NS,CUMMINSIND.NS,0.8496,positive
PIDILITIND.NS,HEROMOTOCO.NS,0.8496,positive
APOLLOHOSP.NS,BEL.NS,0.8495,positive
OBEROIRLTY.NS,PERSISTENT.NS,0.8495,positive
ONGC.NS,EXIDEIND.NS,0.8494,positive
TORNTPHARM.NS,GAIL.NS,0.8494,positive
ULTRACEMCO.NS,BOSCHLTD.NS,0.8493,positive
PIDILITIND.NS,COLPAL.NS,0.8493,positive
UBL.NS,APOLLOHOSP.NS,0.8492,positive
IRCTC.NS,BHEL.NS,0.8492,positive
BIOCON.NS,GRANULES.NS,0.8492,positive
ADANIPORTS.NS,INDUSTOWER.NS,0.8491,positive
ADANIPORTS.NS,TVSMOTOR.NS,0.8491,positive
UBL.NS,GAIL.NS,0.8491,positive
MRF.NS,TATACONSUM.NS,0.849,positive
APOLLOHOSP.NS,EICHERMOT.NS,0.8487,positive
JSWSTEEL.NS,IEX.NS,0.8487,positive
EICHERMOT.NS,PERSISTENT.NS,0.8486,positive
JINDALSTEL.NS,TRENT.NS,0.8486,positive
NTPC.NS,LUPIN.NS,0.8486,positive
IEX.NS,VEDL.NS,0.8485,positive
BALKRISIND.NS,ESCORTS.NS,0.8484,positive
CIPLA.NS,GRANULES.NS,0.8484,positive
SUNPHARMA.NS,GAIL.NS,0.8484,positive
MARICO.NS,MUTHOOTFIN.NS,0.8483,positive
TVSMOTOR.NS,OFSS.NS,0.8483,positive
ONGC.NS,OFSS.NS,0.8482,positive
AUROPHARMA.NS,BPCL.NS,0.8481,positive
AUROPHARMA.NS,TORNTPHARM.NS,0.848,positive
GUJGASLTD.NS,HEROMOTOCO.NS,0.848,positive
AUROPHARMA.NS,INDUSTOWER.NS,0.8479,positive
TECHM.NS,BHARTIARTL.NS,0.8479,positive
METROPOLIS.NS,NTPC.NS,0.8479,positive
ICICIGI.NS,ASHOKLEY.NS,0.8478,positive
JINDALSTEL.NS,OFSS.NS,0.8478,positive
LT.NS,POWERGRID.NS,0.8477,positive
JINDALSTEL.NS,HINDPETRO.NS,0.8476,positive
TATASTEEL.NS,COALINDIA.NS,0.8474,positive
VOLTAS.NS,INDUSTOWER.NS,0.8474,positive
MARICO.NS,JUBLFOOD.NS,0.8474,positive
DIVISLAB.NS,BEL.NS,0.8473,positive
HCLTECH.NS,GLENMARK.NS,0.8472,positive
JSWSTEEL.NS,LUPIN.NS,0.8472,positive
MGL.NS,MOTHERSON.NS,0.8472,positive
DIVISLAB.NS,LUPIN.NS,0.8471,positive
ASHOKLEY.NS,NAUKRI.NS,0.847,positive
JSWSTEEL.NS,HINDALCO.NS,0.847,positive
ULTRACEMCO.NS,TECHM.NS,0.847,positive
EXIDEIND.NS,HINDCOPPER.NS,0.8469,positive
POWERGRID.NS,GLENMARK.NS,0.8468,positive
HINDALCO.NS,MOTHERSON.NS,0.8468,positive
ULTRACEMCO.NS,NTPC.NS,0.8468,positive
TATAPOWER.NS,OFSS.NS,0.8468,positive
ASHOKLEY.NS,EICHERMOT.NS,0.8467,positive
BIOCON.NS,SUNPHARMA.NS,0.8467,positive
MARICO.NS,CHOLAFIN.NS,0.8467,positive
HINDALCO.NS,PETRONET.NS,0.8467,positive
LICI.NS,BAJAJ-AUTO.NS,0.8466,positive
METROPOLIS.NS,GAIL.NS,0.8466,positive
COLPAL.NS,EXIDEIND.NS,0.8464,positive
TVSMOTOR.NS,INDHOTEL.NS,0.8464,positive
COFORGE.NS,INDHOTEL.NS,0.8462,positive
GRANULES.NS,PERSISTENT.NS,0.8462,positive
BIOCON.NS,INDHOTEL.NS,0.846,positive
BPCL.NS,BEL.NS,0.8458,positive
GODREJCP.NS,BPCL.NS,0.8458,positive
JUBLFOOD.NS,MUTHOOTFIN.NS,0.8458,positive
HINDALCO.NS,M&M.NS,0.8457,positive
SUNPHARMA.NS,OBEROIRLTY.NS,0.8457,positive
ASIANPAINT.NS,INDUSINDBK.NS,0.8455,positive
BAJAJ-AUTO.NS,NATIONALUM.NS,0.8455,positive
PERSISTENT.NS,VEDL.NS,0.8455,positive
TECHM.NS,NATIONALUM.NS,0.8454,positive
DLF.NS,SAIL.NS,0.8452,positive
APOLLOHOSP.NS,INDIGO.NS,0.8451,positive
CHOLAFIN.NS,SHRIRAMFIN.NS,0.8451,positive
HCLTECH.NS,INDHOTEL.NS,0.8451,positive
GRASIM.NS,ONGC.NS,0.845,positive
UBL.NS,ICICIBANK.NS,0.8449,positive
APOLLOHOSP.NS,VEDL.NS,0.8448,positive
ASHOKLEY.NS,SHRIRAMFIN.NS,0.8448,positive
GODREJCP.NS,BAJAJ-AUTO.NS,0.8448,positive
AUROPHARMA.NS,LUPIN.NS,0.8446,positive
PIDILITIND.NS,BHEL.NS,0.8446,positive
FEDERALBNK.NS,NATIONALUM.NS,0.8446,positive
MRF.NS,IOC.NS,0.8446,positive
LICI.NS,POWERGRID.NS,0.8446,positive
COLPAL.NS,GRANULES.NS,0.8445,positive
SBIN.NS,RECLTD.NS,0.8445,positive
TORNTPHARM.NS,CUMMINSIND.NS,0.8443,positive
SUNTV.NS,METROPOLIS.NS,0.8443,positive
BIOCON.NS,BEL.NS,0.8442,positive
AMBUJACEM.NS,NTPC.NS,0.844,positive
LUPIN.NS,BAJAJ-AUTO.NS,0.844,positive
BIOCON.NS,IEX.NS,0.8438,positive
BOSCHLTD.NS,GRANULES.NS,0.8438,positive
TATAPOWER.NS,INDUSTOWER.NS,0.8438,positive
GODREJCP.NS,BHARATFORG.NS,0.8437,positive
UBL.NS,SBIN.NS,0.8437,positive
SBIN.NS,VOLTAS.NS,0.8436,positive
EXIDEIND.NS,VOLTAS.NS,0.8434,positive
NTPC.NS,HINDCOPPER.NS,0.8434,positive
PNB.NS,GAIL.NS,0.8432,positive
NMDC.NS,POWERGRID.NS,0.8432,positive
TATAPOWER.NS,TVSMOTOR.NS,0.8432,positive
BANKBARODA.NS,COALINDIA.NS,0.8431,positive
BAJAJ-AUTO.NS,HINDCOPPER.NS,0.843,positive
PETRONET.NS,RECLTD.NS,0.843,positive
OBEROIRLTY.NS,GRANULES.NS,0.8429,positive
ICICIPRULI.NS,LALPATHLAB.NS,0.8428,positive
WIPRO.NS,SUNPHARMA.NS,0.8428,positive
ASHOKLEY.NS,MOTHERSON.NS,0.8425,positive
BIOCON.NS,EICHERMOT.NS,0.8424,positive
HAVELLS.NS,NTPC.NS,0.8424,positive
AUROPHARMA.NS,GLENMARK.NS,0.8423,positive
LICI.NS,CUMMINSIND.NS,0.8423,positive
ULTRACEMCO.NS,GAIL.NS,0.8422,positive
MARUTI.NS,JINDALSTEL.NS,0.8422,positive
AMBUJACEM.NS,GUJGASLTD.NS,0.8421,positive
CUMMINSIND.NS,M&M.NS,0.8421,positive
IRCTC.NS,CONCOR.NS,0.842,positive
ASHOKLEY.NS,TVSMOTOR.NS,0.8419,positive
GRANULES.NS,BAJAJ-AUTO.NS,0.8419,positive
DLF.NS,BOSCHLTD.NS,0.8418,positive
COLPAL.NS,BPCL.NS,0.8418,positive
HINDALCO.NS,BHEL.NS,0.8417,positive
LUPIN.NS,BEL.NS,0.8416,positive
RELIANCE.NS,GODREJCP.NS,0.8416,positive
ASHOKLEY.NS,TORNTPHARM.NS,0.8415,positive
SUNPHARMA.NS,AUROPHARMA.NS,0.8415,positive
FEDERALBNK.NS,BALRAMCHIN.NS,0.8415,positive
MANAPPURAM.NS,BEL.NS,0.8414,positive
MPHASIS.NS,HCLTECH.NS,0.8414,positive
ICICIGI.NS,TECHM.NS,0.8414,positive
ASHOKLEY.NS,BHARTIARTL.NS,0.8413,positive
ULTRACEMCO.NS,ASHOKLEY.NS,0.8413,positive
CUMMINSIND.NS,BEL.NS,0.8413,positive
HDFCBANK.NS,PAGEIND.NS,0.8413,positive
RELIANCE.NS,ADANIPORTS.NS,0.8411,positive
BEL.NS,TRENT.NS,0.841,positive
TATASTEEL.NS,HINDALCO.NS,0.841,positive
ULTRACEMCO.NS,NATIONALUM.NS,0.841,positive
COLPAL.NS,PETRONET.NS,0.8409,positive
HINDALCO.NS,GLENMARK.NS,0.8408,positive
TATASTEEL.NS,SBIN.NS,0.8408,positive
TATAPOWER.NS,VOLTAS.NS,0.8408,positive
LALPATHLAB.NS,METROPOLIS.NS,0.8407,positive
HINDALCO.NS,ADANIPORTS.NS,0.8406,positive
RELIANCE.NS,SAIL.NS,0.8406,positive
SBIN.NS,MOTHERSON.NS,0.8405,positive
MFSL.NS,DIVISLAB.NS,0.8404,positive
GRANULES.NS,MOTHERSON.NS,0.8404,positive
APOLLOHOSP.NS,SBIN.NS,0.8403,positive
CUB.NS,INDIGO.NS,0.8403,positive
TATASTEEL.NS,EXIDEIND.NS,0.8402,positive
IEX.NS,POWERGRID.NS,0.8402,positive
NTPC.NS,NATIONALUM.NS,0.8401,positive
IEX.NS,SUNPHARMA.NS,0.8399,positive
BOSCHLTD.NS,BEL.NS,0.8398,positive
LAURUSLABS.NS,INDIGO.NS,0.8398,positive
GODREJCP.NS,NTPC.NS,0.8397,positive
HINDALCO.NS,INDIGO.NS,0.8397,positive
TATAPOWER.NS,TRENT.NS,0.8397,positive
PETRONET.NS,ADANIPORTS.NS,0.8394,positive
MFSL.NS,BHARTIARTL.NS,0.8394,positive
SBIN.NS,INDIGO.NS,0.8394,positive
AUROPHARMA.NS,HINDPETRO.NS,0.8393,positive
HAVELLS.NS,POLYCAB.NS,0.8392,positive
ULTRACEMCO.NS,HCLTECH.NS,0.8392,positive
ICICIGI.NS,HCLTECH.NS,0.8391,positive
UBL.NS,INDHOTEL.NS,0.8391,positive
PIDILITIND.NS,ULTRACEMCO.NS,0.8389,positive
GRANULES.NS,INDUSTOWER.NS,0.8388,positive
ESCORTS.NS,POLYCAB.NS,0.8387,positive
PIDILITIND.NS,IEX.NS,0.8387,positive
JSWSTEEL.NS,SUNPHARMA.NS,0.8387,positive
SUNTV.NS,ESCORTS.NS,0.8386,positive
INDIACEM.NS,GRANULES.NS,0.8386,positive
GODREJCP.NS,MOTHERSON.NS,0.8385,positive
TVSMOTOR.NS,MUTHOOTFIN.NS,0.8385,positive
BHARATFORG.NS,GAIL.NS,0.8384,positive
GRASIM.NS,GRANULES.NS,0.8384,positive
HAVELLS.NS,TATAPOWER.NS,0.8384,positive
INFY.NS,OFSS.NS,0.8383,positive
ULTRACEMCO.NS,CUB.NS,0.8382,positive
FEDERALBNK.NS,POWERGRID.NS,0.8382,positive
BRITANNIA.NS,GODREJCP.NS,0.8381,positive
GRASIM.NS,INDHOTEL.NS,0.8381,positive
TCS.NS,INFY.NS,0.8381,positive
NATIONALUM.NS,BEL.NS,0.838,positive
AMBUJACEM.NS,BPCL.NS,0.8379,positive
LALPATHLAB.NS,GRANULES.NS,0.8379,positive
DEEPAKNTR.NS,METROPOLIS.NS,0.8376,positive
SAIL.NS,GAIL.NS,0.8375,positive
GODREJCP.NS,POWERGRID.NS,0.8375,positive
HEROMOTOCO.NS,NMDC.NS,0.8375,positive
LAURUSLABS.NS,PERSISTENT.NS,0.8374,positive
GODREJCP.NS,TATAPOWER.NS,0.8372,positive
GRANULES.NS,M&M.NS,0.8372,positive
APOLLOHOSP.NS,IEX.NS,0.8371,positive
RECLTD.NS,OFSS.NS,0.8371,positive
PIDILITIND.NS,SUNPHARMA.NS,0.8371,positive
CUB.NS,IEX.NS,0.837,positive
JSWSTEEL.NS,UBL.NS,0.837,positive
TVSMOTOR.NS,COALINDIA.NS,0.8369,positive
HAVELLS.NS,SBIN.NS,0.8368,positive
CUB.NS,M&M.NS,0.8366,positive
MGL.NS,BPCL.NS,0.8365,positive
HINDALCO.NS,RECLTD.NS,0.8365,positive
CUMMINSIND.NS,HINDCOPPER.NS,0.8364,positive
MARICO.NS,BEL.NS,0.8363,positive
SHRIRAMFIN.NS,OFSS.NS,0.8363,positive
PAGEIND.NS,TECHM.NS,0.8362,positive
MARICO.NS,BIOCON.NS,0.8361,positive
AXISBANK.NS,ADANIPORTS.NS,0.836,positive
HAVELLS.NS,INDUSTOWER.NS,0.836,positive
CIPLA.NS,MOTHERSON.NS,0.8359,positive
HINDALCO.NS,ICICIGI.NS,0.8359,positive
BHARTIARTL.NS,NATIONALUM.NS,0.8358,positive
CIPLA.NS,IEX.NS,0.8358,positive
CIPLA.NS,NATIONALUM.NS,0.8358,positive
CIPLA.NS,M&M.NS,0.8357,positive
IOC.NS,CUMMINSIND.NS,0.8357,positive
IRCTC.NS,DLF.NS,0.8357,positive
DRREDDY.NS,OFSS.NS,0.8357,positive
PIDILITIND.NS,ONGC.NS,0.8357,positive
JSWSTEEL.NS,MARICO.NS,0.8356,positive
BPCL.NS,INDIGO.NS,0.8355,positive
EXIDEIND.NS,INDUSTOWER.NS,0.8355,positive
GUJGASLTD.NS,LICI.NS,0.8355,positive
INFY.NS,PERSISTENT.NS,0.8355,positive
ONGC.NS,NMDC.NS,0.8355,positive
CIPLA.NS,BHEL.NS,0.8354,positive
SAIL.NS,COALINDIA.NS,0.8354,positive
JINDALSTEL.NS,RECLTD.NS,0.8354,positive
METROPOLIS.NS,OBEROIRLTY.NS,0.8353,positive
VOLTAS.NS,RECLTD.NS,0.8353,positive
KOTAKBANK.NS,BAJAJFINSV.NS,0.8352,positive
SUNPHARMA.NS,BEL.NS,0.8352,positive
HINDALCO.NS,IEX.NS,0.8352,positive
PIDILITIND.NS,M&M.NS,0.8351,positive
PETRONET.NS,OBEROIRLTY.NS,0.8351,positive
APOLLOHOSP.NS,INDUSTOWER.NS,0.835,positive
ADANIENT.NS,GUJGASLTD.NS,0.8349,positive
ICICIBANK.NS,ASHOKLEY.NS,0.8349,positive
BHARATFORG.NS,AUROPHARMA.NS,0.8349,positive
WIPRO.NS,TORNTPHARM.NS,0.8349,positive
ICICIBANK.NS,ICICIGI.NS,0.8348,positive
TATAMOTORS.NS,PNB.NS,0.8348,positive
APOLLOHOSP.NS,VOLTAS.NS,0.8347,positive
COLPAL.NS,IOC.NS,0.8345,positive
LALPATHLAB.NS,TRENT.NS,0.8345,positive
METROPOLIS.NS,PETRONET.NS,0.8345,positive
BIOCON.NS,NATIONALUM.NS,0.8344,positive
JUBLFOOD.NS,LAURUSLABS.NS,0.8344,positive
FEDERALBNK.NS,JUBLFOOD.NS,0.8343,positive
INDHOTEL.NS,OFSS.NS,0.8343,positive
LT.NS,PNB.NS,0.8342,positive
BANDHANBNK.NS,PVRINOX.NS,0.8341,positive
BHEL.NS,INDUSTOWER.NS,0.8341,positive
TCS.NS,METROPOLIS.NS,0.8341,positive
ICICIBANK.NS,TECHM.NS,0.834,positive
OBEROIRLTY.NS,INDHOTEL.NS,0.834,positive
SBIN.NS,NAUKRI.NS,0.834,positive
JSWSTEEL.NS,LAURUSLABS.NS,0.8339,positive
PETRONET.NS,COALINDIA.NS,0.8338,positive
SUNPHARMA.NS,CUMMINSIND.NS,0.8338,positive
IEX.NS,GRANULES.NS,0.8338,positive
POWERGRID.NS,INDIGO.NS,0.8338,positive
CUB.NS,TVSMOTOR.NS,0.8336,positive
GAIL.NS,NATIONALUM.NS,0.8336,positive
UBL.NS,NTPC.NS,0.8336,positive
MFSL.NS,BEL.NS,0.8335,positive
HAVELLS.NS,BHEL.NS,0.8335,positive
GRASIM.NS,COALINDIA.NS,0.8334,positive
METROPOLIS.NS,GRANULES.NS,0.8333,positive
UBL.NS,MUTHOOTFIN.NS,0.8333,positive
AMBUJACEM.NS,POWERGRID.NS,0.8332,positive
SUNPHARMA.NS,TATAPOWER.NS,0.8332,positive
SUNPHARMA.NS,ONGC.NS,0.8331,positive
HCLTECH.NS,BOSCHLTD.NS,0.833,positive
ICICIGI.NS,NATIONALUM.NS,0.833,positive
PIDILITIND.NS,METROPOLIS.NS,0.833,positive
BIOCON.NS,PERSISTENT.NS,0.8329,positive
